nice to see you here 🦜🦾,"This data is maintained @sureailabs, @proximasan, @EErratica, and @KyrickYoung as part our ongoing Image Synthesis Style Studies project, started in Feb 2022. Its purpose is to document artist names and other prompt modifier keywords (see tabs) that are recognized by AI text-to-image synthesis models, such as the CLIP models used in Disco Diffusion and Stable Diffusion. We are not afilliated with the development or training of these models.
Falero,Luis Ricardo,Yes,x,Yes,x,"figurativism, fantasy, nudity",1896,proximasan,x,x,13,
Falter,John Philip,Yes,x,Yes,x,"clean, scene, realism",1982,proximasan,x,x,1,
Fantin-Latour,Henri,Yes,x,Yes,x,"flowers, realism, symbolism",1904,sureailabs,x,x,10,
Farquharson,Joseph,Yes,x,Yes,x,landscape,1935,proximasan,x,x,12,
Faulkner,Iain,Yes,x,Yes,x,"monochromatic, scene, figurativism",N/A,sureailabs,x,x,8,
Faurer,Louis,Yes,x,Yes,x,"photography, moonochromatic",2001,sureailabs,x,x,14,
Faust,Lauren,Yes,x,Yes,x,"cartoon, anime, character",N/A,sureailabs,x,x,12,
Fedden,Mary,Yes,x,Yes,x,"still life, flowers, primitivism",2012,sureailabs,x,x,12,
Fehn,Sverre,Yes,x,Yes,x,architecture,2009,sureailabs,x,x,12,
Feininger,Lyonel,Yes,x,Yes,x,"expressionism, angular, cubism",1953,sureailabs,x,x,4,
Feitelson,Lorser,Yes,x,Yes,x,"surrealism, abstract, angular, flat colors",1978,sureailabs,x,x,12,
Feldstein,Al,Yes,x,Yes,x,"comics, detailed, scene",2014,proximasan,x,x,10,
Fenton,Joe,Yes,x,Yes,x,"dark, whimsical, surrealism, detailed, monochromatic, high contrast",N/A,proximasan,x,x,6,
Ferez,Andrew,Yes,x,Yes,x,"surrealism, fantasy, detailed",N/A,sureailabs,x,x,8,
Ferri,Roberto,Yes,x,Yes,x,"baroque, romanticism, nudity",N/A,sureailabs,x,x,5,
Ferris,Emil,Yes,x,No,x,"cartoon, horror",N/A,sureailabs,x,x,9,
Ferriss,Hugh,Yes,x,Yes,x,"cityscape, architecture, art deco",1962,KyrickYoung,x,x,2,
Fildes,Luke,Yes,x,Yes,x,"realism, scene",1927,sureailabs,x,x,14,
Finch,David,Yes,x,Yes,x,"detailed, comics, fantasy",N/A,sureailabs,x,x,7,
Fini,Leonor,Yes,x,Yes,x,surrealism,1996,proximasan,x,x,13,
Fink,Callie,Yes,x,No,x,"psychedelic, vibrant, colorful, portrait",N/A,sureailabs,x,x,13,Effect is not particularly strong
Fink,Larry,Yes,x,Yes,x,"photography, monochromatic",N/A,sureailabs,x,x,13,
Finlay,Virgil,Yes,x,Yes,x,"comics, sci-fi, fantasy, horror, dark, high contrast",1971,sureailabs,x,x,3,
Finnstark,Anato,Yes,x,Yes,x,"digital, fantasy, scene",N/A,proximasan,x,x,10,
Finster,Howard,Yes,x,Yes,x,"primitivism, portrait",2001,sureailabs,x,x,5,
Fischer,Anton Otto,Yes,x,Yes,x,"character, scene",1962,KyrickYoung,x,x,2,
Fischer,Paul Gustav,Yes,x,Yes,x,"character, landscape, scene",1934,sureailabs,x,x,6,
Fischinger,Oskar,Yes,x,Yes,x,"abstract, vibrant, colorful",1967,sureailabs,x,x,10,
Fischl,Eric,Yes,x,Yes,x,"realism, expressionism, scene",N/A,sureailabs,x,x,10,
Fisher,Samuel Melton,Yes,x,Yes,x,"impressionism, portrait, flowers, scene",1939,proximasan,x,x,10,
Fitzgerald,John Anster,Yes,x,Yes,x,"detailed, fantasy, whimsical, scene",1906,sureailabs,x,x,8,
Fitzpatrick,Tony,Yes,x,Yes,x,"collage, vibrant, detailed",N/A,sureailabs,x,x,13,
Flandrin,Hippolyte,Yes,x,Yes,x,"renaissance, romanticism, baroque, portrait",1864,proximasan,x,x,12,
Flavin,Dan,Yes,x,Yes,x,"installation, light",1996,sureailabs,x,x,6,
Fleischer,Max,Yes,x,Yes,x,cartoon,1972,sureailabs,x,x,12,
Flinck,Govaert,Yes,x,Yes,x,"baroque, portrait,",1660,proximasan,x,x,13,
Flint,Alex Russell,Yes,x,Yes,x,"portrait, scene, realism, figurativism",N/A,sureailabs,x,x,13,
Flint,William Russell,Yes,x,Yes,x,"watercolor, scene, nudity",1969,proximasan,x,x,12,
Flore,Maia,Yes,x,Yes,x,"photography, whimsical, scene",N/A,sureailabs,x,x,14,
Floris,Frans,Yes,x,Yes,x,renaissance,1570,sureailabs,x,x,13,
Foglio,Kaja,Yes,x,Yes,x,"whimsical, cartoon",N/A,sureailabs,x,x,5,
Foglio,Phil,Yes,x,Yes,x,"whimsical, cartoon",N/A,sureailabs,x,x,5,
Fonssagrives,Fernand,Yes,x,Yes,x,"photography, monochromatic, high contrast",2003,proximasan,x,x,12,
Fontana,Franco,Yes,x,Yes,x,"abstract, landscape, vibrant",N/A,proximasan,x,x,11,
Fontana,Lavinia,Yes,x,Yes,x,"renaissance, portrait",1614,sureailabs,x,x,12,
Fontana,Lucio,Yes,x,Yes,x,"abstract, sculpture, vibrant",1968,sureailabs,x,x,11,
Forain,Jean-Louis,Yes,x,Yes,x,"impressionism, expressionism, scene",1931,sureailabs,x,x,11,
Forbes,Stanhope,Yes,x,Yes,x,"landscape, scene, impressionism",1947,sureailabs,x,x,12,
Ford,Henry Justice,Yes,x,Yes,x,"art nouveau, romanticism, detailed",1941,sureailabs,x,x,10,
Fortescue-Brickdale,Eleanor,Yes,x,Yes,x,"romanticism, scene, character",1945,sureailabs,x,x,12,
Foss,Chris,Yes,x,Yes,x,"vibrant, sci-fi, space",N/A,proximasan,x,x,1,
Foster,Hal,Yes,x,Yes,x,"comics, clean, detailed, scene",N/A,sureailabs,x,x,5,
Foster,Jon,Yes,x,Yes,x,"digital, portrait, scene",N/A,sureailabs,x,x,12,
Foster,Myles Birket,Yes,x,Yes,x,"watercolor, landscape, scene, romanticism",1899,sureailabs,x,x,12,
Foster,Norman,Yes,x,Yes,x,"architecture,",N/A,sureailabs,x,x,9,
Fouquet,Jean,Yes,x,Yes,x,"renaissance, scene",1481,sureailabs,x,x,8,
Fox,Toby,Yes,x,Yes,x,"digital, cartoon",N/A,sureailabs,x,x,12,
Fraction,Matt,Yes,x,Yes,x,"comics, character, scene",N/A,sureailabs,x,x,9,
Fragonard,Alexandre-Évariste,Yes,x,Yes,x,"baroque, romanticism, scene",1850,sureailabs,x,x,11,
Fragonard,Jean-Honoré,Yes,x,Yes,x,"baroque, impressionism, scene",1806,KyrickYoung,x,x,2,
Frahm,Art,Yes,x,Yes,x,"portrait, character",1981,sureailabs,x,x,12,
Francis,Sam,Yes,x,Yes,x,"abstract, expressionism",1994,sureailabs,x,x,12,
Francken the Younger,Frans,Yes,x,Yes,x,"baroque, scene",1642,sureailabs,x,x,11,
Frank,Lisa,Yes,x,Yes,x,"whimsical, vibrant, colorful",N/A,EErratica,x,x,1,
Franke,Andreas,Yes,x,Yes,x,"photography, scene, surrealism",N/A,EErratica,x,x,9,
Frankenthaler,Helen,Yes,x,Yes,x,"abstract, expressionism, watercolor",2011,proximasan,x,x,9,
Frazetta,Frank,Yes,x,Yes,x,"fantasy, dark, scene",2010,KyrickYoung,x,x,2,
Freas,Kelly,Yes,x,Yes,x,"sci-fi, fantasy, ",2005,sureailabs,x,x,2,"Also ""Frank Kelly Freas"""
Freeman,Ed,Yes,x,Yes,x,"photography, nudity, figurativism, architecture",N/A,sureailabs,x,x,10,
Freud,Lucian,Yes,x,Yes,x,"portrait, expressionism, realism",2011,sureailabs,x,x,4,
Friedrich,Caspar David,Yes,x,Yes,x,"landscape, dark, romanticism",1840,KyrickYoung,x,x,1,
Friel,Chris,Yes,x,Yes,x,"dark, photography, landscape",N/A,sureailabs,x,x,12,
Frieseke,Frederick Carl,Yes,x,Yes,x,"impressionism, scene",1939,sureailabs,x,x,12,
Frissell,Toni,Yes,x,Yes,x,"photography, monochromatic",1988,sureailabs,x,x,13,
Frith,William Powell,Yes,x,Yes,x,"romanticism, scene",1909,sureailabs,x,x,11,
Froud,Brian,Yes,x,Yes,x,"fantasy, dark, whimsical",N/A,sureailabs,x,x,2,
Froud,Wendy,Yes,x,Yes,x,"fantasy, dark, whimsical",N/A,sureailabs,x,x,2,
Fruin,Tom,Yes,x,Yes,x,"sculpture, stained glass, architecture, installation, light, vibrant",N/A,sureailabs,x,x,11,
Fuchs,Ando,Yes,x,Yes,x,"photography, monochromatic, high contrast",N/A,sureailabs,x,x,11,
Fuchs,Ernst,Yes,x,Yes,x,"textured, detailed, surrealism",2015,sureailabs,x,x,2,
Fujimoto,Sou,Yes,x,Yes,x,"architecture, angular, cubism",N/A,EErratica,x,x,9,
Fujita,Goro,Yes,x,Yes,x,"whimsical, 3D, cartoon",N/A,sureailabs,x,x,5,
Fuke,Ryohei,Yes,x,,,"character, dark, anime",N/A,sureailabs,x,x,15,
Fuller,Buckminster,Yes,x,Yes,x,architecture,1983,sureailabs,x,x,12,
Fusco,Paul,Yes,x,Yes,x,photography,N/A,sureailabs,x,x,11,
Fuseli,Henry,Yes,x,Yes,x,"romanticism, scene, high contrast, monochromatic",1825,sureailabs,x,x,2,
Gacy,John Wayne,Yes,x,Yes,x,"vibrant, portrait",1994,sureailabs,x,x,10,
Gadd,Elizabeth,Yes,x,Yes,x,"photography, landscape, scene",N/A,proximasan,x,x,9,
Gaertner,Eduard,Yes,x,Yes,x,cityscape,1877,sureailabs,x,x,15,
Gagnon,Clarence,Yes,x,,,,1942,sureailabs,x,x,14,
Gaiman,Neil,Yes,x,Yes,x,"comics, portrait, high contrast",N/A,proximasan,x,x,12,
Gainsborough,Thomas,Yes,x,Yes,x,"romanticism, renaissance, landscape, scene",1788,sureailabs,x,x,6,
Galien-Laloue,Eugene,Yes,x,,,,1941,sureailabs,x,x,14,
Gallé,Émile,Yes,x,No,x,art nouveau,1904,sureailabs,x,x,7,
Gammell,Stephen,Yes,x,Yes,x,"dark, children's illustration, high contrast, horror",N/A,sureailabs,x,x,5,
Gangloff,Hope,Yes,x,Yes,x,"high contrast, vibrant, portrait",N/A,sureailabs,x,x,6,
Garant,Alex,Yes,x,Yes,x,"portrait, figurativism, surrealism",N/A,sureailabs,x,x,14,
Garber,Daniel,Yes,x,Yes,x,"impressionism, landscape, realism",1958,sureailabs,x,x,8,
Garcin,Gilbert,Yes,x,Yes,-,"photography, monochromatic, surrealism",2020,sureailabs,x,x,13,
Garmash,Inessa,Yes,x,Yes,x,"portrait, impressionism, romanticism",N/A,proximasan,x,x,12,
Garmash,Michael,Yes,x,Yes,x,"impressionism, scene, portrait",N/A,sureailabs,x,x,12,
Gaudí,Antoni,Yes,x,Yes,x,"architecture, angular",1926,sureailabs,x,x,7,
Gaughan,Jack,Yes,x,Yes,x,"sci-fi, vibrant",1985,sureailabs,x,x,3,
Gauguin,Paul,Yes,x,Yes,x,"impressionism, primitivism, symbolism",1903,sureailabs,x,x,2,
Gaulli,Giovanni Battista,Yes,x,Yes,x,"baroque, portrait",1709,EErratica,x,x,2,
Ge,Nikolai,Yes,x,Yes,x,"symbolism, romanticism, scene",1894,sureailabs,x,x,7,
Geary,Emma,Yes,x,No,x,"portrait, cartoon",N/A,sureailabs,x,x,2,
Geddes,Anne,Yes,x,Yes,x,"photography, nudity, portrait",N/A,sureailabs,x,x,5,
Geddes,Jeremy,Yes,x,Yes,x,"photography, surrealism, dark",N/A,sureailabs,x,x,5,
Gehry,Frank,Yes,x,Yes,x,"architecture, cubism",N/A,sureailabs,x,x,10,
Gekas,Bill,Yes,x,Yes,x,"photography, portrait, surrealism",N/A,sureailabs,x,x,12,
Gentileschi,Artemisia,Yes,x,Yes,x,"baroque, renaissance, scene, portrait",1653,sureailabs,x,x,2,
Gentileschi,Orazio,Yes,x,Yes,x,"baroque, scene, portrait",1639,sureailabs,x,x,12,
Gerard,Justin,Yes,x,Yes,x,"fantasy, whimsical, detailed",N/A,sureailabs,x,x,5,
Gerhartz,Daniel F.,Yes,x,Yes,x,"impressionism, portrait",N/A,sureailabs,x,x,12,
Géricault,Théodore,Yes,x,Yes,x,"romanticism, dark, scene, portrait",1824,sureailabs,x,x,9,
Gérôme,Jean-Léon,Yes,x,Yes,x,"romanticism, scene,",1904,sureailabs,x,x,7,
Gerstner,Karl,Yes,x,Yes,x,"graphic design, vibrant, abstract, colorful",2017,sureailabs,x,x,12,
Gertler,Mark,Yes,x,Yes,x,"figurativism, portrait, still life",1939,sureailabs,x,x,13,
Gesell,Stefan,Yes,x,Yes,x,"photography, dark, character, surrealism",N/A,sureailabs,x,x,14,
Ghailan,Atey,Yes,x,Yes,x,"digital, anime, scene",N/A,sureailabs,x,x,5,
Ghenie,Adrian,Yes,x,Yes,x,"messy, abstract, expressionism, baroque",N/A,sureailabs,x,x,10,
Giacometti,Alberto,Yes,x,Yes,x,"sculpture, expressionism,",1966,sureailabs,x,x,2,
Giancola,Donato,Yes,x,Yes,x,"fantasy, sci-fi, detailed",N/A,EErratica,x,x,2,
Gibbons,Dave,Yes,x,Yes,x,comics,N/A,sureailabs,x,x,5,Two cards available
Gifford,Sanford Robinson,Yes,x,Yes,x,"landscape, luminism",1880,sureailabs,x,x,13,
Giger,H. R. (Hans Ruedi),Yes,x,Yes,x,"sci-fi, dark, monochromatic",2014,sureailabs,x,x,1,
Gilleard,James,Yes,x,Yes,x,"digital, architecture, vibrant, landscape",N/A,sureailabs,x,x,7,
Gillen,Kieron,Yes,x,Yes,x,comics,N/A,sureailabs,x,x,9,
Gillett,Leticia,Yes,x,No,x,"digital, character, 3D",N/A,sureailabs,x,x,8,
Gilliam,Sam,Yes,x,Yes,x,"abstract, installation, textile",2022,sureailabs,x,x,13,
Gillick,Liam,Yes,x,No,x,"abstract, installation",N/A,proximasan,x,x,12,
Gillmor,Robert,Yes,x,Yes,x,animals,2022,proximasan,x,x,12,
Gillray,James,Yes,x,Yes,x,"cartoon, scene",1815,sureailabs,x,x,15,
Gilman,Harold,Yes,x,Yes,x,"portrait, landscape, impressionism",1919,sureailabs,x,x,15,
Ginner,Charles,Yes,x,Yes,x,"vibrant, landscape, cityscape, scene",1952,sureailabs,x,x,15,
Giordano,Luca,Yes,x,Yes,x,baroque,1705,sureailabs,x,x,13,
Giorgione,N/A,Yes,x,Yes,x,renaissance,1510,sureailabs,x,x,13,
Giotto,N/A,Yes,x,Yes,x,renaissance,1337,sureailabs,x,x,13,
Girard,Greg,Yes,x,No,x,"photography, streetscape, high contrast",N/A,sureailabs,x,x,8,
Girardet,Eugène,Yes,x,Yes,x,romanticism,1907,sureailabs,x,x,13,
Giraud,Eugène,Yes,x,Yes,x,"realism, scene",1881,sureailabs,x,x,15,
Giraud,Jean,Yes,x,Yes,x,"comics, psychedelic, surrealism, fantasy, sci-fi",2012,proximasan,x,x,1,AKA Moebius
Girodet,Anne-Louis,Yes,x,Yes,x,"romanticism, portrait",1824,sureailabs,x,x,10,
Glackens,William James,Yes,x,Yes,x,"impressionism, scene",1938,sureailabs,x,x,15,
Glaser,Milton,Yes,x,Yes,x,"graphic design, vibrant, colorful",2020,sureailabs,x,x,4,
Gleizes,Albert,Yes,x,Yes,x,"cubism, angular",1953,sureailabs,x,x,15,
Glendening,Alfred Augustus,Yes,x,Yes,x,"landscape, scene",1907,sureailabs,x,x,13,
Glendinning,Lucy,Yes,x,Yes,x,sculpture,N/A,sureailabs,x,x,15,
Glinn,Burt,Yes,x,Yes,x,"photography, scene, monochromatic",2008,sureailabs,x,x,11,
Globepainter,Seth,Yes,x,Yes,x,"street art, cartoon",N/A,sureailabs,x,x,11,
Gluck,Gerhard,Yes,x,No,x,scene,N/A,sureailabs,x,x,11,
Gluckmann,Grigory,Yes,x,Yes,x,"impressionism, figurativism",1973,sureailabs,x,x,11,
Goble,Warwick,Yes,x,Yes,x,"whimsical, art nouveau, children's illustration",1943,sureailabs,x,x,2,
Godward,John William,Yes,x,Yes,x,"romanticism, portrait, character, scene",1922,sureailabs,x,x,12,
Godwin,Fay,Yes,x,Yes,x,"landscape, photography, monochromatic",2005,sureailabs,x,x,12,
Gogos,Basil,Yes,x,Yes,x,"portrait, dark",2017,sureailabs,x,x,13,
Golan,Emek,Yes,x,Yes,x,"detailed, surrealism, psychedelic",N/A,sureailabs,x,x,11,
Goldberger,Sacha,Yes,x,Yes,x,"photography, portrait, character",N/A,sureailabs,x,x,9,
Goldblatt,David,Yes,x,Yes,x,"photography, monochromatic, scene, melanin",2018,sureailabs,x,x,12,
Goldin,Nan,Yes,x,Yes,x,"photography, portrait, scene",N/A,sureailabs,x,x,8,
Goldsworthy,Andy,Yes,x,Yes,x,"photography, installation, nature",1956,sureailabs,x,x,7,
Goltzius,Hendrick,Yes,x,Yes,x,"baroque, high contrast, scene",1617,sureailabs,x,x,7,
Goncharova,Natalia,Yes,x,Yes,x,"abstract, cubism, primitivism",1962,sureailabs,x,x,4,
Gonsalves,Rob,Yes,x,Yes,x,"magic realism, surrealism, cloudscape",2017,sureailabs,x,x,2,
Gonzalez,Josan,Yes,x,Yes,x,"sci-fi, clean, detailed,",N/A,KyrickYoung,x,x,2,AKA Death Burger
Gonzalez-Torres,Felix,Yes,x,Yes,x,installation,1996,sureailabs,x,x,15,
Goodall,Frederick,Yes,x,Yes,x,"romanticism, scene",1904,sureailabs,x,x,12,
Goodwin,Albert,Yes,x,Yes,x,"landscape, watercolor, romanticism",1918,sureailabs,x,x,12,
Goossens,Ben,Yes,x,Yes,x,"surrealism, photography",N/A,sureailabs,x,x,12,
Gordiets,Evgeni,Yes,x,Yes,x,"surrealism, landscape, scene",N/A,EErratica,x,x,9,
Gordin,Misha,Yes,x,Yes,x,"surrealism, photography, monochromatic, dark",2020,sureailabs,x,x,12,
Gores,Derek,Yes,x,Yes,x,"collage, colorful, portrait",N/A,proximasan,x,x,12,
Gorey,Edward,Yes,x,Yes,x,"high contrast, monochromatic, dark, children's illustration",2000,sureailabs,x,x,4,
Gorky,Arshile,Yes,x,Yes,x,"abstract, expressionism",1948,sureailabs,x,x,2,
Gormley,Antony,Yes,x,Yes,x,sculpture,N/A,sureailabs,x,x,15,
Gorny,Hein,Yes,x,Yes,x,"photography, high contrast, monochromatic",1967,sureailabs,x,x,10,
Gottardo,Alessandro,Yes,x,Yes,x,"clean, scene, flat colors, high contrast",N/A,sureailabs,x,x,15,
Gottlieb,Adolph,Yes,x,Yes,x,"abstract, vibrant",1974,sureailabs,x,x,15,
Goya,Francisco,Yes,x,Yes,x,"romanticism, portrait, scene",1828,proximasan,x,x,1,
Graafland,Scarlett Hooft,Yes,x,Yes,x,"photography, landscape, high contrast",N/A,EErratica,x,x,9,
Graber,Carrie,Yes,x,Yes,x,"figurativism, scene, impressionism",N/A,proximasan,x,x,12,
Grandville,J. J.,Yes,x,Yes,x,"detailed, scene",1847,sureailabs,x,x,5,
Granov,Adi,Yes,x,Yes,x,"comics, detailed, character",N/A,sureailabs,x,x,15,
Grasset,Eugène,Yes,x,Yes,x,"art nouveau, stained glass, scene",1917,sureailabs,x,x,10,
Grasso,Laurent,Yes,x,Yes,x,"surrealism, nature, installation",N/A,sureailabs,x,x,8,
Graverol,Jane,Yes,x,No,x,"surrealism, scene",1984,sureailabs,x,x,2,
Graves,Abbott Fuller,Yes,x,Yes,x,"impressionism, scene, still life",1936,sureailabs,x,x,8,
Graves,Mab,Yes,x,Yes,x,"surrealism, scene, portrait",N/A,sureailabs,x,x,5,
Gray,Eileen,Yes,x,Yes,x,"architecture, angular, bauhaus",1976,sureailabs,x,x,14,
Greasley,Laurie,Yes,x,Yes,x,"comics, clean, high contrast",N/A,sureailabs,x,x,6,
Greenaway,Kate,Yes,x,Yes,x,"art nouveau, children's illustration",1901,proximasan,x,x,5,
Greenfield,Lois,Yes,x,Yes,x,"photography, scene",N/A,sureailabs,x,x,14,
Gregoire,Kenne,Yes,x,Yes,x,"realism, surrealism, scene",N/A,sureailabs,x,x,9,
Grelle,Martin,Yes,x,Yes,x,"animals, scene, landscape",N/A,proximasan,x,x,12,
Grey,Alex,Yes,x,Yes,x,"detailed, psychedelic, vibrant",N/A,proximasan,x,x,2,
Gric,Peter,Yes,x,Yes,x,"surrealism, dark, detailed",N/A,sureailabs,x,x,2,
Griffiths,Carne,Yes,x,Yes,x,"messy, portrait",N/A,EErratica,x,x,3,
Grigoriev,Boris,Yes,x,Yes,x,"expressionism, cubism, fauvism",1939,sureailabs,x,x,8,
Grimly,Gris,Yes,x,Yes,x,"dark, whimsical, children's illustration",N/A,sureailabs,x,x,15,
Grimm,Brothers,Yes,x,Yes,x,"art nouveau, children's illustration",1863,sureailabs,x,x,10,
Grimshaw,John Atkinson,Yes,x,Yes,x,"landscape, streetscape, romanticism, symbolism, impressionism",1893,EErratica,x,x,2,
Grimwood,Tracie,Yes,x,Yes,x,"colorful, scene, whimsical, children's illustration",N/A,proximasan,x,x,12,
Grindat,Henriette,Yes,x,No,x,"photography, dark, monochromatic",1986,sureailabs,x,x,2,
Gris,Juan,Yes,x,Yes,x,"cubism, expressionism, angular",1927,sureailabs,x,x,10,
Groening,Matt,Yes,x,Yes,x,"cartoon, vibrant",N/A,sureailabs,x,x,4,
Groh,Boris,Yes,x,,,,N/A,sureailabs,x,x,15,
Gropius,Walter,Yes,x,Yes,x,"bauhaus,",1969,sureailabs,x,x,13,
Gropper,William,Yes,x,Yes,x,"expressionism, scene",1977,sureailabs,x,x,4,
Gross,Alex,Yes,x,,,"portrait, surrealism, realism, whimsical",N/A,sureailabs,x,x,15,
Grossmith,Lucy,Yes,x,,,,N/A,sureailabs,x,x,15,
Grosz,George,Yes,x,Yes,x,"expressionism, scene",1959,sureailabs,x,x,4,
Grummett,Tom,Yes,x,,,,N/A,sureailabs,x,x,14,
Grünewald,Matthias,Yes,x,Yes,x,renaissance,1528,sureailabs,x,x,2,"AKA Gothart, Neithardt"
Guanzhong,Wu,Yes,x,,,,2010,sureailabs,x,x,14,
Guardi,Francesco,Yes,x,,,,1793,sureailabs,x,x,14,
Guay,Rebecca,Yes,x,Yes,x,"watercolor, digital, fantasy",N/A,EErratica,x,x,1,
Guay,Sam,Yes,x,,,,N/A,sureailabs,x,x,14,
Guayasamin,Oswaldo,Yes,x,,,,1999,sureailabs,x,x,15,
Guercino,N/A,Yes,x,,,,1666,sureailabs,x,x,15,
Guibert,Hervé,Yes,x,Yes,x,"photographer, monochromatic, high contrast, portrait, scene",1991,sureailabs,x,x,10,
Guichard-Bunel,Jeannette,Yes,x,Yes,x,"surrealism, figurativism, portrait",N/A,sureailabs,x,x,8,
Guidice,Rick,Yes,x,No,x,"space, sci-fi",N/A,EErratica,x,x,9,
Guillaumin,Armand,Yes,x,Yes,x,"impressionism, fauvism, landscape",1927,sureailabs,x,x,9,
Guillemin,Grégoire,Yes,x,,,,N/A,sureailabs,x,x,14,
Guillory,Rob,Yes,x,,,,N/A,sureailabs,x,x,14,
Guillot,Laure Albin,Yes,x,,,,1962,sureailabs,x,x,14,
Guillou,Alfred,Yes,x,,,,1926,sureailabs,x,x,14,
Guimard,Hector,Yes,x,,,,1942,sureailabs,x,x,15,
Guo-Qiang,Cai,Yes,x,,,,N/A,sureailabs,x,x,15,
Gupta,Subodh,Yes,x,Yes,x,"sculpture, installation, photography",N/A,proximasan,x,x,12,
Gurney,James,Yes,x,Yes,x,"fantasy, landscape, scene,",N/A,EErratica,x,x,2,
Guston,Philip,Yes,x,Yes,x,"abstract, expressionism",1980,sureailabs,x,x,4,
Guthrie,Sir James,Yes,x,Yes,x,"realism, impressionism, scene",1930,proximasan,x,x,6,
Guttuso,Renato,Yes,x,Yes,x,"expressionism, realism",1987,sureailabs,x,x,11,
Guyton,Wade,Yes,x,,,,N/A,sureailabs,x,x,15,
Gwathmey,Charles,Yes,x,Yes,x,"architecture, high contrast, angular, flat colors,",2009,proximasan,x,x,10,
Haacke,Hans,Yes,x,Yes,x,"installation, photography, sculpture",N/A,sureailabs,x,x,14,
Haas,Ernst,Yes,x,Yes,x,"photography, streetscape, messy",1986,sureailabs,x,x,10,
Hacker,Arthur,Yes,x,Yes,x,"impressionism, romanticism, scene",1919,proximasan,x,x,10,
Hadid,Zaha,Yes,x,Yes,x,"architecture, angular",2016,sureailabs,x,x,5,
Haeckel,Ernst,Yes,x,Yes,x,"biological, detailed, surrealism",1919,sureailabs,x,x,3,
Haenraets,Willem,Yes,x,Yes,x,"watercolor, landscape, impressionism",N/A,sureailabs,x,x,14,
Hagan,Robert,Yes,x,Yes,x,"impressionism, landscape, scene, vibrant",N/A,sureailabs,x,x,10,
Hajjaj,Hassan,Yes,x,,,,N/A,sureailabs,x,x,14,
Hall,Sydney Prior,Yes,x,Yes,x,"scene, portrait, realism",1922,sureailabs,x,x,2,
Hals,Frans,Yes,x,Yes,x,baroque,1666,sureailabs,x,x,12,
Halsman,Philippe,Yes,x,Yes,x,"photography, monochromatic, high contrast, portrait",1979,sureailabs,x,x,11,
Hamaguchi,Mao,Yes,x,Yes,x,"portrait, surrealism",N/A,sureailabs,x,x,9,
Hambling,Maggi,Yes,x,Yes,x,"portrait, expressionism",N/A,sureailabs,x,x,11,
Hamilton,Richard,Yes,x,Yes,x,"collage, scene",2011,sureailabs,x,x,8,
Hammershoi,Vilhelm,Yes,x,Yes,x,"low contrast, scene, impressionism, symbolism",1916,sureailabs,x,x,12,
Hammick,Tom,Yes,x,Yes,x,"landscape, figurativism, clean, vibrant",N/A,sureailabs,x,x,10,
Hammons,David,Yes,x,Yes,x,"installation, abstract, melanin",N/A,sureailabs,x,x,12,
Hang,Ren,Yes,x,Yes,x,"nudity, photography, character, portrait",2017,sureailabs,x,x,12,
Hanks,Steve,Yes,x,Yes,x,"watercolor, character, scene, realism, impressionism",2015,sureailabs,x,x,12,
Hanson,Erin,Yes,x,Yes,x,"colorful, vibrant, impressionism, landscape",N/A,EErratica,x,x,10,
Hanuka,Asaf,Yes,x,Yes,x,"cartoon, comics",N/A,sureailabs,x,x,5,
Hanuka,Tomer,Yes,x,Yes,x,"cartoon, comics",N/A,sureailabs,x,x,5,
Hardy,Bert,Yes,x,Yes,x,"photography, monochromatic, scene",1995,sureailabs,x,x,12,
Hardy,David A.,Yes,x,Yes,x,"space, landscape, sci-fi",N/A,sureailabs,x,x,7,
Hardy,Heywood,Yes,x,Yes,x,"romanticism, animals, scene",1933,sureailabs,x,x,11,
Haring,Keith,Yes,x,Yes,x,"graffiti, street art, expressionism, flat colors, high contrast, vibrant",1990,sureailabs,x,x,2,
Harper,Charley,Yes,x,Yes,x,"vibrant, flat colors, animals",2007,sureailabs,x,x,11,
Harris,Henrietta,Yes,x,,,,N/A,sureailabs,x,x,14,
Harris,John,Yes,x,Yes,x,"dark, sci-fi, space, messy",N/A,KyrickYoung,x,x,1,Two cards available
Harris,Lawren,Yes,x,Yes,x,"landscape, clean,",1970,sureailabs,x,x,1,
Harrison,Florence,Yes,x,Yes,x,"art nouveau, children's illustration, romanticism",1955,sureailabs,x,x,13,
Harrison,L. Birge,Yes,x,Yes,x,"landspape, low contrast, impressionism",1929,sureailabs,x,x,8,
Hartley,Marsden,Yes,x,Yes,x,"landscape, portrait, primitivism, expressionism",1943,sureailabs,x,x,4,
Hartung,Hans,Yes,x,Yes,x,"abstract, dark",1989,sureailabs,x,x,12,
Harvey,Harold,Yes,x,Yes,x,"watercolor, landscape, impressionism, scene",1941,sureailabs,x,x,12,
Hase,Ryohei,Yes,x,Yes,x,"magic realism, surrealism, fantasy, digital",N/A,sureailabs,x,x,5,
Haseltine,William Stanley,Yes,x,Yes,x,"luminism, landscape",1900,sureailabs,x,x,11,
Hashimoto,Jacob,Yes,x,Yes,x,"angular, abstract, installation",N/A,proximasan,x,x,7,
Hassam,Childe,Yes,x,Yes,x,impressionism,1935,sureailabs,x,x,12,
Hatke,Ben,Yes,x,Yes,x,"cartoon, children's illustration, character",N/A,sureailabs,x,x,12,
